time,voltage,pressed
0.1543909,2.77126099706745,0
0.517019,2.7663734115347,0
0.6883181,2.76148582600195,0
0.8598445,2.76148582600195,0
1.0329722,2.76148582600195,0
1.2539449,2.76148582600195,0
1.4270245,2.76148582600195,0
1.6006209,2.75659824046921,0
1.7752442,2.75659824046921,0
1.9467167,2.75659824046921,0
2.1184204,2.75171065493646,0
2.2908037,2.75171065493646,0
2.4632595,2.75171065493646,0
2.6368618,2.74682306940371,0
2.8094503,2.74682306940371,0
2.9834748,2.74193548387097,0
3.156453,2.74193548387097,0
3.3291867,2.74193548387097,0
3.5024956,2.74193548387097,0
3.6775073,2.74193548387097,0
3.8505959,2.74193548387097,0
4.071644,2.74193548387097,0
4.2426019,2.73704789833822,0
4.4166482,2.73704789833822,0
4.5918036,2.73704789833822,0
4.7632643,2.73704789833822,0
4.9348593,2.73216031280547,0
5.1082317,2.73216031280547,0
5.2827881,2.73216031280547,0
5.4550071,2.73216031280547,0
5.6267697,2.72727272727273,0
5.8024044,2.72727272727273,0
5.9761953,2.72727272727273,0
6.1462754,2.72238514173998,0
6.3188047,2.72238514173998,0
6.4936525,2.72238514173998,0
6.6652067,2.72238514173998,0
6.8346493,2.72238514173998,0
7.0073864,2.72238514173998,0
7.1788405,2.71749755620723,0
7.3993273,2.71749755620723,0
7.5717203,2.71749755620723,0
7.7441121,2.71749755620723,0
7.9186862,2.71749755620723,0
8.0913835,2.71749755620723,0
8.2649068,2.71260997067449,0
8.4373962,2.71260997067449,0
8.6126535,2.71260997067449,0
8.7854597,2.64907135874878,0
8.9593873,2.63440860215054,0
9.1784401,2.62952101661779,0
9.3528733,2.62463343108504,0
9.5265226,2.62463343108504,0
9.6979875,2.6197458455523,0
9.8693374,2.6197458455523,0
